id,x,y,dir_x,dir_y
519,95.589531,133.138000,0.094816,-0.995495
520,101.586075,5.703036,-0.341652,0.939827
521,6.667647,142.792633,0.314380,-0.949297
522,110.031212,166.436157,0.616654,-0.787234
523,101.291344,2.163525,0.989694,0.143200
524,197.772766,1.544727,0.283010,0.959117
525,188.463486,75.538254,-0.020349,-0.999793
526,63.167187,86.864609,0.590381,0.807124
527,38.790794,81.270676,-0.888128,-0.459595
528,77.442291,147.541534,-0.028326,0.999599
529,190.897339,45.714493,-0.771079,0.636740
530,15.490952,49.065426,0.903996,-0.427540
531,126.412361,16.191978,-0.487093,-0.873350
532,85.808151,126.830925,-0.954809,-0.297221
533,12.017402,10.006208,-0.253959,-0.967215
534,153.036865,31.153690,-0.763026,-0.646367
535,107.755432,36.277561,0.455180,0.890399
536,183.451401,128.433304,0.982067,-0.188535
537,105.083427,72.974770,-0.773020,-0.634382
538,6.266362,18.215689,-0.793905,0.608041
539,112.113579,152.189316,0.793614,0.608422
540,49.403652,113.515480,-0.993775,0.111410
541,64.571762,154.893341,-0.471248,-0.882001
542,164.183807,113.075951,-0.999980,0.006349
543,90.354721,41.797398,0.863689,-0.504025
544,68.929977,166.853989,0.966159,-0.257948
545,163.545715,132.965897,-0.735356,-0.677681
546,180.443542,176.848969,-0.998539,-0.054039
547,52.651009,93.657967,0.595547,-0.803320
548,185.456314,45.178154,-0.979642,-0.200753
549,75.891960,174.319168,-0.583432,0.812162
550,160.995316,48.491383,0.374651,0.927166
551,66.980515,125.654724,-0.997423,-0.071751
552,139.606964,78.788605,0.038151,0.999272
553,33.320114,13.050452,-0.975452,-0.220214
554,171.712982,79.494751,0.108768,-0.994067
555,109.671295,120.629288,0.236119,-0.971724
556,58.123981,47.233532,0.655958,-0.754797
557,77.922943,175.662979,-0.958426,0.285343
558,143.571976,155.260925,-0.318034,0.948079
559,36.250095,166.091080,0.995118,0.098694
560,44.061752,34.009655,0.754866,-0.655880
561,89.124794,6.475009,0.110351,0.993893
562,8.588706,69.876823,0.475062,-0.879952
563,77.654381,166.198502,0.974063,0.226275
564,131.764832,29.309769,0.979240,-0.202704
565,176.011612,21.780262,-0.436310,-0.899797
566,155.790314,194.609283,-0.856190,0.516661
567,13.914824,169.652069,-0.293502,0.955959
568,128.440063,110.364609,-0.588742,0.808321
569,167.528061,103.351585,0.876174,0.481995
570,98.314682,103.803909,0.327859,0.944727
571,37.098660,81.267265,-0.965719,-0.259591
572,81.220100,117.025650,-0.976462,0.215689
573,137.238998,84.508057,-0.990769,-0.135564
574,197.050064,117.660294,-0.893073,0.449911
575,152.931778,29.226358,0.313742,0.949508
576,17.738937,85.606804,0.485830,0.874053
577,178.878876,16.675508,-0.466926,-0.884296
578,32.161785,83.838394,0.496563,-0.868000
579,179.839264,37.855885,-0.599475,0.800394
580,8.843254,29.850580,0.998943,-0.045960
581,65.497620,16.148066,0.663258,0.748391
582,50.663990,72.296898,-0.981142,0.193288
583,59.269947,168.369492,0.998961,0.045582
584,22.111258,5.160348,0.385628,-0.922654
585,161.402939,162.010391,0.106702,-0.994291
586,181.817886,30.786577,-0.979460,0.201639
587,163.255096,80.378105,0.718224,-0.695812
588,124.386551,111.499130,-0.123265,-0.992374
589,62.225521,159.571899,-0.708926,-0.705283
590,87.370865,30.880201,-0.724080,0.689716
591,20.600382,103.070862,0.522892,-0.852399
592,95.826263,125.981979,0.122225,0.992502
593,179.524063,69.705421,-0.124303,-0.992244
594,115.235153,83.213341,-0.374290,0.927312
595,91.847290,191.623001,0.223476,-0.974709
596,71.339142,107.425186,0.515004,-0.857188
597,185.885925,17.575726,0.998766,-0.049671
598,57.195885,146.808929,0.613060,0.790036
599,21.383120,60.605850,0.995653,-0.093139
600,150.739609,80.184151,0.229218,0.973375
601,26.232414,170.557144,0.921989,-0.387215
602,166.380386,7.254563,0.241295,0.970452
603,190.859390,73.875397,-0.804105,0.594488
604,40.206772,164.568130,-0.960858,0.277041
605,125.996063,169.729919,-0.620131,0.784498
606,51.933117,194.561508,-0.108719,0.994073
607,94.640396,173.771301,-0.757149,0.653243
608,78.171402,101.839905,-0.861660,0.507487
609,120.264832,183.504532,0.054676,0.998504
610,43.586407,161.149841,0.507834,-0.861455
611,189.341629,61.410805,0.805847,-0.592124
612,40.933994,29.754795,0.999956,-0.009408
613,98.302422,73.637138,-0.915792,-0.401652
614,11.331290,178.366898,0.188447,0.982083
615,199.591171,70.329224,-0.747116,-0.664694
616,167.442093,74.306267,0.976411,0.215919
617,8.313788,129.868988,-0.944713,-0.327898
618,52.970592,175.702957,0.939140,-0.343535
619,18.412289,83.208443,0.784959,-0.619547
620,13.698562,71.466827,0.050441,0.998727
621,162.652206,150.225082,-0.882334,-0.470624
622,19.157251,53.395866,0.966491,0.256700
623,155.790466,112.481483,-0.055850,0.998439
624,62.862850,52.814259,0.999933,-0.011563
625,128.702621,193.681366,0.978092,-0.208172
626,41.839142,19.198721,-0.993136,0.116962
627,142.954605,135.807678,-0.930217,-0.367011
628,136.006119,44.827785,0.896579,0.442884
629,85.573166,104.548775,-0.014907,0.999889
630,140.462021,32.736591,0.740806,-0.671719
631,40.920845,129.169571,-0.996262,0.086385
632,13.736258,104.446404,0.996935,-0.078238
633,135.973724,195.542130,-0.443402,-0.896323
634,134.239471,83.464645,0.974977,-0.222304
635,130.690826,110.854347,0.550923,0.834556
636,112.613365,123.097397,-0.592738,-0.805395
637,78.630196,100.340904,-0.869173,-0.494508
638,19.845480,119.443146,-0.748333,0.663324
639,66.159729,88.945694,-0.219462,-0.975621
640,41.739452,106.062477,-0.974283,-0.225329
641,33.209785,122.941391,-0.999977,-0.006837
642,121.508873,175.448776,0.181644,0.983364
643,187.945160,14.609207,0.994517,-0.104579
644,84.022987,107.518181,0.777967,0.628306
645,74.296394,78.386559,-0.464676,-0.885481
646,110.242599,106.247925,0.266893,0.963726
647,68.486824,57.546638,-0.403111,-0.915151
648,157.658478,139.486633,0.241429,-0.970419
649,71.691307,26.363583,0.205617,0.978633
650,46.657944,105.947205,0.271082,0.962556
651,10.090473,175.566299,0.413400,0.910550
652,115.742851,148.747055,-0.357756,-0.933815
653,69.407440,79.266663,-0.174312,0.984691
654,20.331396,8.228821,0.924944,-0.380104
655,5.996151,193.059525,0.693359,-0.720592
656,128.644760,96.118729,-0.751253,-0.660015
657,164.267929,49.514610,-0.924794,-0.380469
658,113.553391,79.507210,0.888351,0.459165
659,179.974945,7.303859,-0.851082,0.525032
660,107.588989,74.555275,0.025812,-0.999667
661,141.296112,171.750580,0.999912,-0.013276
662,111.486740,51.240795,-0.988160,0.153424
663,91.118317,180.406113,0.788498,-0.615037
664,140.832062,73.376129,0.802310,-0.596907
665,184.722488,122.786674,0.647164,0.762351
666,103.752411,122.590523,0.783553,-0.621325
667,196.079376,33.058311,0.979263,0.202595
668,97.631439,62.321312,-0.911487,-0.411329
669,41.732452,23.822857,0.000096,1.000000
670,14.757249,54.991528,0.954083,0.299542
671,30.288027,198.196793,0.921187,-0.389120
672,115.872414,161.292572,-0.906945,-0.421250
673,179.864288,168.587936,-0.260036,-0.965599
674,175.657333,71.051186,-0.313739,-0.949509
675,151.664764,99.422234,0.520763,0.853702
676,156.225113,125.965897,0.990367,0.138471
677,30.033478,157.203766,0.999959,-0.009081
678,56.499977,42.602650,0.492826,-0.870128
679,6.171088,149.653381,0.274138,0.961690
680,18.591078,76.822418,0.952145,-0.305645
681,156.085526,127.485313,-0.500427,-0.865779
682,102.917542,155.483383,0.549655,0.835392
683,105.924347,138.880280,-0.498470,-0.866907
684,57.688812,57.138588,0.868578,-0.495552
685,10.152580,25.839022,0.757283,0.653087
686,173.742279,68.684067,-0.518283,0.855209
687,106.637711,196.520020,0.777818,0.628490
688,108.073517,119.511169,-0.499353,-0.866398
689,180.841965,190.589218,-0.185297,0.982683
690,187.711990,13.076448,-0.693621,0.720340
691,166.435150,3.159164,0.447113,0.894477
692,7.916318,88.547401,-0.042545,-0.999095
693,177.166946,169.975937,-0.971534,0.236900
694,105.194786,161.799866,-0.064721,0.997903
695,57.484627,39.465683,-0.014501,-0.999895
696,122.483948,38.663639,0.249889,-0.968274
697,197.120712,13.040887,0.381424,-0.924400
698,158.566284,82.149925,-0.651526,-0.758626
699,116.897224,52.029175,-0.359948,0.932972
700,15.342727,41.565411,-0.340258,-0.940332
701,63.751171,38.934254,-0.514201,-0.857670
702,130.204910,164.740067,-0.918026,0.396521
703,103.525688,117.704796,-0.665628,-0.746284
704,117.313591,137.945847,0.993361,0.115037
705,22.142570,58.269024,0.975853,-0.218429
706,115.513176,43.467491,0.151894,0.988397
707,31.644476,129.441940,-0.031331,0.999509
708,33.625340,155.016403,-0.931896,0.362725
709,190.667206,14.480732,-0.662584,0.748987
710,156.514832,160.219498,0.385279,0.922800
711,156.595078,125.977295,-0.403444,-0.915004
712,125.078293,157.540375,0.172509,0.985008
713,151.176376,14.028376,-0.475077,0.879944
714,105.154663,111.335182,-0.992220,-0.124497
715,55.840042,0.604913,-0.757179,-0.653208
716,6.496508,42.806301,0.959429,-0.281951
717,40.106800,135.415558,0.998787,0.049229
718,22.539597,162.065842,-0.313340,-0.949641
719,20.423222,88.818497,0.907944,-0.419092
720,12.015513,15.118867,0.291589,0.956544
721,196.657257,89.160667,-0.602261,-0.798299
722,5.460289,184.442490,0.763446,-0.645872
723,37.538868,172.490189,-0.107024,0.994257
724,47.935287,149.285049,0.502141,-0.864786
725,99.842659,192.068832,0.738239,-0.674540
726,190.212326,108.606087,-0.248629,0.968599
727,131.884720,115.514153,-0.185863,-0.982576
728,162.164963,67.666412,-0.960681,-0.277656
729,27.301134,37.918346,-0.165448,-0.986219
730,42.849522,139.426819,0.441771,0.897128
731,78.218597,169.163605,-0.487587,0.873074
732,73.567825,140.621872,0.928223,-0.372025
733,4.023800,70.426353,-0.893175,-0.449709
734,78.508011,22.826565,-0.823690,0.567041
735,83.379532,68.046013,0.159006,0.987278
736,18.341242,85.281647,0.987398,-0.158260
737,183.942429,70.954575,-0.030812,-0.999525
738,27.393547,27.506823,-0.114662,0.993405
739,190.818954,111.916763,0.921228,-0.389023
740,158.780807,71.269104,0.253947,0.967218
741,53.814651,153.766022,0.089866,0.995954
742,107.309921,185.934204,-0.615742,-0.787948
743,98.057358,58.948730,0.353032,0.935611
744,110.193184,5.427435,0.838038,-0.545612
745,89.955925,151.394745,-0.997647,-0.068560
746,165.497589,137.024033,-0.975075,0.221875
747,17.410383,192.263184,-0.552130,0.833758
748,183.234634,166.288086,-0.992583,-0.121567
749,198.325226,114.990334,-0.904273,0.426955
750,50.001976,110.818573,-0.998772,0.049553
751,98.421333,121.681480,0.922206,-0.386699
752,28.262272,1.198701,0.994573,0.104041
753,76.323601,100.761154,-0.952057,-0.305921
754,49.989506,174.411911,0.300732,0.953709
755,161.647308,77.304832,0.412886,-0.910783
756,0.515532,136.162003,0.065356,0.997862
757,119.841782,175.331360,0.831284,0.555848
758,95.103165,61.464390,0.287121,-0.957894
759,55.950314,36.223763,-0.858569,-0.512698
760,81.919434,24.295868,-0.356815,-0.934175
761,143.153946,88.079384,-0.823308,0.567596
762,17.380051,23.233141,-0.714462,0.699674
763,32.700584,13.530326,0.979802,-0.199969
764,30.830421,20.447269,-0.655475,0.755217
765,121.794647,24.360783,-0.164556,-0.986368
766,167.832077,178.056564,-0.988486,-0.151312
767,106.025208,54.757622,0.814508,0.580153
768,33.445663,88.308708,0.271314,0.962491
769,139.304260,158.565506,-0.744945,0.667126
770,28.309393,0.267431,0.113614,0.993525
771,158.123444,81.278427,0.601316,-0.799012
772,102.987457,119.499680,-0.414898,0.909868
773,41.503811,84.229828,-0.187310,-0.982301
774,25.853022,127.258377,-0.850115,-0.526597
775,154.771591,115.240135,-0.831187,0.555993
776,149.368881,136.716309,-0.999925,-0.012226
777,44.401608,80.288544,0.560312,0.828281
778,197.817902,187.905930,0.792104,-0.610386
779,137.866669,108.953468,-0.638688,0.769465
780,199.467361,100.463844,0.458614,-0.888636
781,174.774902,69.159088,0.116554,-0.993184
782,177.598083,45.587463,0.656270,0.754526
783,83.386551,100.441849,0.127105,-0.991889
784,154.762787,182.575302,0.552656,0.833409
785,83.725754,127.776497,-0.884089,0.467318
786,17.649574,126.112389,-0.997278,-0.073731
787,80.091858,3.829206,0.158207,0.987406
788,97.437714,61.176937,0.418230,-0.908341
789,81.485832,19.290091,-0.969139,0.246515
790,96.611465,19.092567,-0.655815,-0.754921
791,0.081758,5.055186,0.778212,0.628002
792,79.701233,180.810181,0.640497,-0.767961
793,185.158173,76.871590,-0.769319,0.638865
794,1.088663,123.224129,-0.860408,-0.509605
795,113.407005,191.183640,0.101443,-0.994841
796,153.975494,128.137238,0.993174,0.116642
797,62.646339,39.507477,-0.767617,0.640909
798,98.256935,12.799092,0.999169,0.040752
799,108.615005,82.224579,0.692788,-0.721141
800,180.546066,190.572845,0.982838,0.184470
801,158.278229,2.650647,0.999824,-0.018740
802,14.038264,122.053940,-0.045559,0.998962
803,111.992012,48.044998,0.858202,0.513313
804,92.646835,170.287048,0.521660,0.853154
805,23.424816,163.296616,-0.355940,-0.934509
806,9.898545,132.478180,0.924517,0.381142
807,105.165131,130.194031,0.646644,-0.762792
808,87.700920,193.109314,0.918338,0.395797
809,51.520885,99.060036,0.401281,-0.915955
810,89.377937,33.861568,0.647112,-0.762395
811,173.490936,174.014969,-0.603328,0.797493
812,46.712921,106.817673,-0.552017,0.833833
813,4.799297,139.759598,0.729818,-0.683641
814,78.569336,126.493149,0.442829,0.896606
815,141.291885,56.341911,-0.396389,0.918083
816,4.327684,175.453903,-0.065579,-0.997847
817,53.230427,81.915421,-0.609466,0.792812
818,43.680912,25.244848,-0.831693,0.555236
819,139.574722,109.520638,-0.575491,-0.817808
820,107.598701,53.375973,-0.985953,-0.167024
821,86.415741,41.099197,0.405002,-0.914316
822,121.668221,123.708038,-0.924597,0.380946
823,86.303314,26.277111,-0.408572,-0.912726
824,142.580612,11.873835,0.964686,0.263402
825,15.936819,124.388023,0.012401,0.999923
826,121.069351,28.483282,0.281414,0.959586
827,92.096329,142.257904,0.743274,-0.668987
828,187.553467,136.622543,-0.110050,-0.993926
829,83.694801,199.492065,0.774652,0.632388
830,155.105225,82.040413,0.698671,-0.715443
831,61.833248,188.239166,0.608482,0.793567
832,42.981686,73.846680,0.031356,-0.999508
833,48.359638,135.027130,-0.228139,0.973629
834,85.106125,174.111649,-0.999391,0.034880
835,189.637390,9.286221,0.813354,-0.581769
836,101.309395,103.369995,-0.690054,0.723758
837,34.659790,76.004364,-0.830236,0.557412
838,156.481339,168.217636,0.853489,0.521112
839,73.563858,122.297691,-0.789966,-0.613150
840,86.110954,25.606527,0.332388,-0.943143
841,161.087524,150.979858,-0.861375,0.507970
842,125.390266,63.423176,-0.846857,0.531821
843,84.598312,190.283463,0.922217,-0.386673
844,146.044159,44.982483,0.866459,-0.499249
845,131.611847,35.682320,0.999979,-0.006526
846,78.077202,120.898750,0.979455,-0.201664
847,35.223995,171.886520,0.860775,0.508986
848,179.131668,110.566216,-0.999042,0.043767
849,40.916637,65.356163,-0.961753,-0.273919
850,199.550705,33.038120,-0.633981,0.773348
851,113.505867,49.404392,-0.541409,0.840759
852,84.462524,149.401581,-0.768996,0.639254
853,154.932571,163.962830,0.872655,0.488337
854,55.023651,135.489426,-0.822150,0.569271
855,84.230217,146.807648,-0.959820,0.280617
856,65.700287,157.577774,-0.976585,0.215133
857,75.905220,139.220383,-0.632077,0.774906
858,42.517967,43.728794,0.127022,-0.991900
859,105.962189,59.539112,0.515086,0.857138
860,166.117737,131.644867,-0.981646,-0.190712
861,30.666521,27.976805,0.312729,-0.949843
862,66.043861,162.809219,0.952863,0.303402
863,126.556053,182.343735,0.751270,0.659995
864,41.618046,9.073996,0.987943,-0.154817
865,99.914993,68.735321,0.141569,-0.989928
866,166.368088,119.016716,0.981345,0.192257
867,148.726395,16.264645,0.799868,0.600176
868,170.805222,165.941605,-0.280051,0.959985
869,161.562317,130.393677,0.782199,-0.623029
870,163.522278,4.833305,0.304885,0.952389
871,46.443588,111.578339,-0.514992,0.857195
872,149.873947,137.215958,-0.644567,-0.764548
873,47.298637,119.374939,0.651741,0.758441
874,57.321594,1.846647,0.999374,0.035369
875,7.506245,189.974838,0.593583,-0.804773
876,67.070557,5.622744,0.431262,0.902227
877,196.183548,50.514587,-0.969707,-0.244271
878,68.758904,15.710461,0.914279,0.405086
879,97.058098,82.281395,0.891543,-0.452936
880,92.942413,9.941401,0.284771,-0.958596
881,120.862778,29.178406,-0.494317,0.869282
882,13.837763,90.401703,0.473245,-0.880931
883,151.295502,5.201260,0.502152,-0.864779
884,194.451065,10.441257,-0.025141,0.999684
885,125.580650,94.513512,-0.998117,-0.061335
886,20.734970,21.373848,-0.993213,0.116313
887,163.580765,140.732880,0.149597,-0.988747
888,85.426544,91.516983,0.127310,0.991863
889,33.844677,27.292225,-0.127270,-0.991868
890,86.902420,198.819855,0.475446,0.879745
891,128.036697,160.257736,0.864675,0.502332
892,94.206009,159.999908,0.993976,-0.109596
893,154.845825,66.448601,-0.531015,0.847362
894,110.799988,18.293407,0.032723,0.999464
895,18.202702,67.521484,-0.997264,-0.073927
896,155.789673,52.378365,-0.940578,0.339579
897,156.553833,118.827454,0.488820,-0.872384
898,127.808121,112.312653,0.935745,0.352679
899,131.219116,46.133904,-0.870918,-0.491428
900,77.333519,29.559170,0.160319,-0.987065
901,31.624004,65.370956,0.982810,0.184620
902,154.087494,179.209656,0.964371,-0.264552
903,154.642914,99.385384,0.155360,0.987858
904,114.824944,179.083664,0.038912,0.999243
905,144.907196,146.035645,0.495808,0.868432
906,153.296143,42.810158,0.983218,0.182434
907,105.470886,190.052460,0.839420,-0.543484
908,36.731342,20.788891,-0.767857,0.640622
909,98.650261,119.029640,-0.990357,0.138538
910,143.540649,158.835144,-0.999921,0.012561
911,85.779106,8.405822,-0.687622,0.726069
912,133.617584,144.252869,-0.001037,-0.999999
913,124.853081,44.612347,-0.159149,-0.987254
914,165.857758,6.331849,0.367856,0.929883
915,193.855881,16.000923,0.492049,-0.870568
916,53.790146,99.311020,0.800100,-0.599866
917,84.417656,152.402008,-0.707160,-0.707053
918,107.796837,153.558456,0.713840,0.700309
919,35.472885,69.081985,-0.955981,-0.293429
920,179.353226,75.959702,-0.638481,-0.769637
921,131.298218,142.511047,-0.162484,-0.986711
922,155.699158,29.178839,-0.337533,0.941314
923,77.084091,71.653313,-0.303800,0.952736
924,166.162155,99.394989,0.180190,0.983632
925,134.813202,197.131836,0.590349,0.807148
926,9.523752,186.071091,0.517635,-0.855602
927,140.573334,76.288620,-0.769606,0.638519
928,20.908297,58.655807,0.921554,-0.388250
929,54.470348,6.525378,-0.999440,0.033471
930,84.639542,129.130020,-0.894714,0.446640
931,114.840340,133.603333,-0.005416,-0.999985
932,19.195833,167.475708,-0.704613,-0.709591
933,80.620110,174.161194,-0.684548,-0.728967
934,1.873719,97.503319,-0.125057,-0.992149
935,156.563644,99.618980,-0.209104,-0.977893
936,156.510788,189.807373,-0.262140,-0.965030
937,108.251373,112.187538,0.530024,-0.847983
938,108.747894,142.306229,-0.991925,0.126825
939,115.552505,197.782562,-0.880165,-0.474668
940,68.877396,175.891068,0.985927,-0.167179
941,62.821938,154.929031,0.425716,0.904857
942,24.212173,122.051079,-0.981891,-0.189446
943,159.898407,159.685501,-0.904530,0.426410
944,116.318489,5.538693,0.936554,0.350524
945,115.063507,78.407539,0.629483,0.777014
946,178.308319,107.411949,0.778907,-0.627140
947,8.404917,91.496422,0.641625,-0.767018
948,47.663471,107.959526,-0.209308,0.977850
949,67.966484,54.550415,0.309511,-0.950896
950,19.283831,92.311981,0.345443,-0.938440
951,98.033096,126.433434,-0.925718,0.378215
952,171.054703,199.739868,-0.827507,0.561456
953,27.953819,176.238327,-0.320082,-0.947390
954,154.463303,99.924278,0.239003,0.971019
955,152.602188,168.338440,0.498054,-0.867146
956,184.436325,192.692276,-0.196406,0.980523
957,195.067444,153.024780,0.886779,-0.462193
958,57.307873,85.942505,-0.183631,0.982995
959,18.635384,5.250827,0.333695,-0.942681
960,8.463634,115.032326,-0.997155,-0.075378
961,92.706375,46.654842,0.788808,0.614640
962,158.569427,133.272064,-0.285429,0.958400
963,26.812695,105.445320,-0.991232,0.132130
964,35.900375,48.822056,0.631519,-0.775360
965,199.517502,4.001676,0.217732,0.976009
966,46.251064,107.614990,0.832778,-0.553607
967,11.031841,148.805664,-0.499939,-0.866061
968,87.339554,77.344353,0.929724,0.368257
969,180.553452,176.699524,-0.978893,0.204372
970,67.087318,71.222435,-0.226899,0.973918
971,19.657082,34.602303,-0.505893,-0.862596
972,126.688362,135.875061,0.212253,-0.977215
973,132.920883,59.878166,-0.624370,0.781129
974,33.345299,68.079132,0.979128,-0.203243
975,76.065056,140.731964,0.974928,-0.222520
976,18.603794,26.749043,-0.968610,0.248583
977,127.574577,197.211670,-0.732185,-0.681105
978,118.834320,191.685806,-0.992005,0.126197
979,131.261246,50.782848,0.748787,-0.662811
980,199.352097,79.633522,-0.988667,0.150128
981,133.901062,108.408356,0.399726,-0.916635
982,63.254658,22.231062,0.486698,0.873570
983,91.589691,116.820122,0.680837,0.732435
984,43.477497,111.948494,-0.484985,0.874522
985,175.930130,33.715374,0.289864,-0.957068
986,179.514389,161.494476,0.258082,-0.966123
987,76.873756,134.241760,-0.077638,0.996982
988,154.337234,124.003922,-0.638317,-0.769773
989,183.218231,43.159725,-0.998011,0.063040
990,173.473892,30.528616,0.914284,0.405074
991,13.117296,103.685501,0.999780,-0.020961
992,157.051865,78.470535,0.823828,0.566840
993,81.376328,138.607422,0.988521,-0.151081
994,35.795712,77.402069,-0.189312,0.981917
995,45.721504,155.808563,-0.999975,-0.007009
996,72.994530,130.974594,-0.998657,-0.051814
997,24.943607,25.116667,0.193865,-0.981028
998,168.302521,186.630569,0.760239,0.649644
999,68.225220,38.521381,0.266584,-0.963812
1000,101.098953,82.947517,-0.729409,0.684078
1001,56.623035,27.561975,0.248003,0.968759
1002,101.832184,175.870972,0.460886,-0.887459
1003,151.726837,114.026192,-0.488430,0.872603
1004,43.189480,166.625885,-0.943747,0.330669
1005,174.436523,171.102737,-0.847390,0.530972
1006,17.100653,167.824051,-0.977767,0.209694
1007,179.717316,194.799454,0.166345,0.986068
1008,90.540100,78.225578,0.850675,-0.525692
1009,40.259769,150.074203,0.160341,-0.987062
1010,140.570236,3.330679,-0.622988,0.782231
1011,118.454689,104.351967,-0.926861,0.375405
1012,105.555344,78.497917,-0.145770,-0.989318
1013,122.836990,46.026043,-0.621448,-0.783455
1014,131.688431,76.540497,0.846576,-0.532268
1015,151.274536,75.145554,0.323137,0.946352
1016,16.848957,66.766846,0.980818,0.194928
1017,17.758802,62.051170,0.949928,0.312470
1018,134.539474,16.171297,-0.993283,0.115708
1019,5.608262,126.432930,-0.004889,-0.999988
1020,92.218117,159.159653,0.999699,-0.024529
1021,196.071075,185.258408,-0.226634,-0.973980
1022,26.373137,3.236352,-0.445448,-0.895308
1023,61.215927,153.959396,0.583983,-0.811766
1024,28.086449,192.321732,-0.214181,-0.976794
1025,67.202400,28.927549,-0.280414,0.959879
1026,15.902874,131.159302,-0.915900,-0.401406
1027,110.944260,113.692451,-0.929983,0.367603
1028,186.000412,77.667778,-0.986396,-0.164386
1029,4.234134,185.548889,0.105501,-0.994419
1030,53.433441,70.361130,-0.994133,-0.108160
1031,72.036331,16.898479,0.505495,0.862829
1032,20.136471,70.920601,-0.532409,0.846487
1033,154.636093,179.048233,0.881795,-0.471633
1034,112.596558,54.823555,-0.491473,-0.870893
1035,64.199936,36.155113,-0.700738,-0.713418
